{'name': '松江国际新兴大街5马路53号', 'value': 5159},
{'name': '华景路康乐街交叉口东150m路南', 'value': 407},
{'name': '海昌南路145-151号(新华书店旁)', 'value': 403},
{'name': '营水路5号', 'value': 402},
{'name': '育才路16-1号九升国际广场', 'value': 401},
{'name': '嫩江街东广场时尚购物街C73-80号', 'value': 400},
{'name': '人民路金佰汇购物广场南门对面(金一街中段，原飞龙酒店)', 'value': 398},
{'name': '西关2号', 'value': 394},
{'name': '村西中心路江海学院生活区西侧古津园小区三排一栋', 'value': 393},
{'name': '阳光悦城商6-102', 'value': 387},
{'name': '新华南街新华商城西门口', 'value': 378},
{'name': '财源大街-火车站-财源购物美食广场', 'value': 374},
{'name': '万达金街B1-102号', 'value': 371},
{'name': '欧康B区B1-1-106号，煌佳盛宴11楼', 'value': 371},
{'name': '中兴路北园宾馆（开心馅饼）旁', 'value': 370},
{'name': '民安路19号', 'value': 370},
{'name': '海榆西线红太阳幼儿园对面', 'value': 368},
{'name': '建设路北段路东元和尚品街', 'value': 367},
{'name': '开发区蓝石图书城一栋A1号楼0112室', 'value': 366},
{'name': '东兴街北段宏光小区商铺楼', 'value': 366},
{'name': '阳光南大街荣域铂庭底商353号(火车站西广场，荣域铂庭西门)', 'value': 366},
{'name': '建国南路爱嘉丽都东北门1-1-13号', 'value': 366},
{'name': '扬子江南路471-3号富川瑞园西门向北50米', 'value': 359},
{'name': '嘎栋工业园区万达广场路与新城东路交叉口万达广场2层2012号', 'value': 355},
{'name': '中山南路101号中山饭店对过站台后面', 'value': 353},
{'name': '神州路初级中学对面', 'value': 350},
{'name': '天齐路方正2009负一层南区130号', 'value': 349},
{'name': '化武路与临西八路交汇西300米路南', 'value': 348},
{'name': '凤瑞路小火车道北40米路西', 'value': 348},
{'name': '巨龙南路60号', 'value': 346},
{'name': '解放路146号薇薇新娘往古定小学方向30米右边', 'value': 346},
{'name': '太阳路虞国一号门面房二楼', 'value': 346},
{'name': '北一路石油大学南门对面万达广场-1层胜大超市出口', 'value': 345},
{'name': '泰山大街西首附属医院斜对过，时代佳苑小区门口', 'value': 345},
{'name': '凤城路育才街泽州一中对面胡同往南50米', 'value': 339},
{'name': '中丘路与金六路交汇处东200米路北金泉购物广场主入口东侧', 'value': 336},
{'name': '长安西路阳光宾馆楼下', 'value': 335},
{'name': '仲恺高新区仲恺大道（惠环段）376号时尚公园购物广场1-6层商家1层120号', 'value': 334},
{'name': '新都街道日月路小学对面', 'value': 332},
{'name': '木兰大道春来高中对面', 'value': 331},
{'name': '义乌商贸城一区20号楼', 'value': 331},
{'name': '广场祥和大酒店旁', 'value': 328},
{'name': '唐家湾镇唐家综合市场3楼中影红星电影院内', 'value': 327},
{'name': '东城全副元商业步行街东西街第二条', 'value': 326},
{'name': '新华中路与古城步行街交叉口往南300米路西', 'value': 323},
{'name': '三灶镇映月新村3#楼商铺E区', 'value': 322},
{'name': '文峰镇万尚一楼', 'value': 320},
{'name': '文建路红旗小学北面80米', 'value': 320},
{'name': '新华中路183号', 'value': 318},
{'name': '工业路与交通路交叉口北100米路西', 'value': 316},
{'name': '义乌商贸城3号门内电梯口', 'value': 315},
{'name': '黄池路和民主路交叉口路西', 'value': 315},
{'name': '万象二街中段7号-3号', 'value': 315},
{'name': '古城路南段西侧丰润园小区3号楼1层83、84号商铺', 'value': 314},
{'name': '金凤路和园小区南门1103号商铺', 'value': 313},
{'name': '太平路劝业三层美食广场', 'value': 312},
{'name': '东大街与中华路交叉口西行五十米路北', 'value': 311},
{'name': '城南街道办事处南郝社区，贵和福苑路口向西50米路南', 'value': 311},
{'name': '龙山街四段二高北走100米', 'value': 310},
{'name': '鸠兹家苑伟星万悦城燕沙超市北边走300米路东', 'value': 310},
{'name': '富强路信合大厦北50米路东', 'value': 309},
{'name': '步行街中段', 'value': 302},
{'name': '匡远镇街道办事处鱼龙街愿景广场5栋1楼5-3-16号', 'value': 299},
{'name': '文化路海悦广场', 'value': 298},
{'name': '天元东街19号新城广场', 'value': 291},
{'name': '赭山东路万达广场金街8144号', 'value': 289},
{'name': '西环北路989号友好时尚购物城负二层超市出口处', 'value': 289},
{'name': '东风路52号', 'value': 289},
{'name': '甘德尔街四完小南门向西100米丁字路口', 'value': 289},
{'name': '星河广场商业街中石油南50米', 'value': 288},
{'name': '贡院西街18号楼196号门店', 'value': 287},
{'name': '香稻路蓝色康桥B区内底商', 'value': 286},
{'name': '西二环南段未来城9号楼底商', 'value': 285},
{'name': '金鸡路航专大门对面', 'value': 285},
{'name': '桃源街与东兴路交汇处向向北100米九州美食街南边', 'value': 285},
{'name': '扬帆大道第二中学斜对面', 'value': 284},
{'name': '唐塔路与胜利街交口东行20米路南', 'value': 284},
{'name': '大坪路120号（新世界国际旅游商贸城）6栋101号商铺', 'value': 280},
{'name': '西环路原电视塔西北角，小蚂蚁网吧北邻', 'value': 279},
{'name': '济南路振华商厦七楼美食城', 'value': 278},
{'name': '燕塔街道燕塔公园A区东侧信誉成和商厦西南门北邻', 'value': 278},
{'name': '竹园路鸿都尚城一楼', 'value': 276},
{'name': '奢香大道北段检察院对面', 'value': 274},
{'name': '成皋路索河路南100米路西', 'value': 274},
{'name': '阜师路都市一号尚城D126号', 'value': 273},
{'name': '三维天一美食广场1楼', 'value': 273},
{'name': '滨河东路英才幼儿园楼下', 'value': 273},
{'name': '幸福路126-3号(中医院北50潘多拉广场)', 'value': 273},
{'name': '三盛国际广场童乐街', 'value': 272},
{'name': '普阳山路1602号', 'value': 271},
{'name': '国花路与状元红路交叉口西150米路南', 'value': 271},
{'name': '新天地步行街喷泉水池旁(喷水池旁)', 'value': 271},
{'name': '王府井5楼电梯口处', 'value': 270},
{'name': '维港城五楼美食城B-32', 'value': 269},
{'name': '通港西街黎明大学锄禾餐厅', 'value': 269},
{'name': '第七小学对面', 'value': 266},
{'name': '青年东路105号', 'value': 266},
{'name': '长峰小学东20米', 'value': 264},
{'name': '新顺南大街8号顺义金街华联购物中心三层', 'value': 262},
{'name': '燕赵大街7号金街大嘴福一楼', 'value': 262},
{'name': '万达新街9-112', 'value': 260},
{'name': '东站路万科生活广场', 'value': 259},
{'name': '光华北路206号', 'value': 258},
{'name': '人民路察素齐维多利步行街', 'value': 255},
{'name': '大学城奥特莱斯13号楼', 'value': 254},
{'name': '万强广场四楼南侧', 'value': 251},
{'name': '道院街泗县中学南门向西150米路南', 'value': 248},
{'name': '华明北路开元国际三楼', 'value': 247},
{'name': '长兴路里仁美食娱乐商业城二楼', 'value': 247},
{'name': '金城中路大洋购物广场一楼秋水伊人旁', 'value': 246},
{'name': '广州路与孝河路交叉口鲁商中心商业街内s03-106号', 'value': 246},
{'name': '紫荆路333号', 'value': 245},
{'name': '嘉和商业广场一楼电梯下', 'value': 242},
{'name': '海河东路万家宾馆西100米路南', 'value': 238},
{'name': '嫩江西路MOCO美食街西行50路南21栋117号', 'value': 238},
{'name': '新城办事处楣杆北路新城中心小学对面', 'value': 237},
{'name': '人民路西城花园南门东侧', 'value': 236},
{'name': '湖光路与泉安中路交叉口向南100米路西', 'value': 236},
{'name': '犀浦镇浦兴街212-214号', 'value': 235},
{'name': '人民中路与南大街交叉口西20米路南', 'value': 235},
{'name': '新世界商业街107号', 'value': 234},
{'name': '嘉诚东郡沿街门市', 'value': 234},
{'name': '凤瑞办大裕城商场四楼', 'value': 234},
{'name': '广场路北京华联赤峰购物中心4楼', 'value': 232},
{'name': '狮子楼街道阳谷县第一中学北临', 'value': 231},
{'name': '汉槐街淘宝城一楼', 'value': 230},
{'name': '遂海路全丰中央广场4楼', 'value': 229},
{'name': '恩城镇恩新西路2号2楼', 'value': 227},
{'name': '世纪城2期教堂前行50米(社区卫生站对面)', 'value': 225},
{'name': '滨海商业广场DE区3楼', 'value': 224},
{'name': '幸福路翰林苑南门西侧', 'value': 223},
{'name': '迎宾大道丰球绿都大门左侧100米', 'value': 222},
{'name': '东风路北段和建设巷交叉口', 'value': 221},
{'name': '荷香路临湖丽舍东58米路北(无限极对面)', 'value': 221},
{'name': '国贸中百超市门口', 'value': 219},
{'name': '牌楼东街海天时代广场对面', 'value': 218},
{'name': '团结西路第一中学对面', 'value': 215},
{'name': '新涵大街1221号', 'value': 215},
{'name': '汇泉路100脉泉广场对面唐人中心娱乐楼1楼东南门', 'value': 215},
{'name': '一初中对面巷子向南20米向左十米路北', 'value': 215},
{'name': '汇豪城19栋126号，凭祥小区对面', 'value': 215},
{'name': '金桥街与迎宾路交汇处东行二十米路南', 'value': 210},
{'name': '沥海镇海滨大道东侧20号', 'value': 209},
{'name': '飞龙巷距北口20米路西', 'value': 209},
{'name': '淮海路时代广场负一楼', 'value': 208},
{'name': '黄河一路渤海九路西南角', 'value': 208},
{'name': '瓦轴小学南门新华人家', 'value': 208},
{'name': '丛台北路于滏东小吃街交叉口北100路东', 'value': 208},
{'name': '凤城高中对面，安泰首府北门往西30米', 'value': 207},
{'name': '中山中路669号比一比购物中心一楼', 'value': 207},
{'name': '新华东街维多利摩尔城C座3楼', 'value': 206},
{'name': '柳石路171号宝莲新都8栋5号门面', 'value': 205},
{'name': '洎阳中路112号', 'value': 204},
{'name': '东明路东明17中学正对面', 'value': 204},
{'name': '华景路幸福万家东门南50米', 'value': 203},
{'name': '荷叶塘物华路20号', 'value': 201},
{'name': '建设大街与兴华路交叉口西南角', 'value': 200},
{'name': '国宝一号东门南行100米路西', 'value': 200},
{'name': '建设路与金宇路交汇处，汽车北站北200米路东即是（原吉阿婆）金宇大厦1-3楼(原吉阿婆)', 'value': 200},
{'name': '第三医院对面', 'value': 198},
{'name': '友谊大街与白云路交叉口西200米路北', 'value': 198},
{'name': '柳营街市中步行街中段路北', 'value': 196},
{'name': '米山路25号', 'value': 195},
{'name': '台城正市街4号', 'value': 195},
{'name': '雅学院门口', 'value': 195},
{'name': '寿春镇十字街向北50米', 'value': 192},
{'name': '东莱花园八幢m1', 'value': 192},
{'name': '德胜大道23号', 'value': 191},
{'name': '罗五路与宝泉路交汇宝丽财富广场三楼', 'value': 188},
{'name': '中华南大街农林路邯钢生活区东门路南', 'value': 187},
{'name': '利民东路9-12号', 'value': 186},
{'name': '北五路209号', 'value': 186},
{'name': '金阳街宇佳时代广场一楼儿童拓展对面', 'value': 186},
{'name': '潍州路与胜利街交口东北角北行100米', 'value': 185},
{'name': '公园街44号六中对面。', 'value': 184},
{'name': '长社路一封城市广场向西150米路南', 'value': 184},
{'name': '建设西路易买得超市向东10米', 'value': 183},
{'name': '司马坊步行街102号', 'value': 183},
{'name': '巨磊商场太阳城购物商城一层', 'value': 182},
{'name': '英雄中路华诺超市', 'value': 182},
{'name': '广场路新润发超市大门旁', 'value': 180},
{'name': '聚福佳园正门旁边', 'value': 179},
{'name': '文化路与镇前路交叉口西南角', 'value': 178},
{'name': '三环路与科技路交叉口南60米路西', 'value': 178},
{'name': '新市西街家家利超市往东50米左右', 'value': 178},
{'name': '北部湾中路44号', 'value': 177},
{'name': '西关十字西单商场6楼美食城', 'value': 177},
{'name': '开源路与大众路交叉口鹰城世贸二期五楼东电梯口', 'value': 176},
{'name': '名豪购物商场德克士对面', 'value': 175},
{'name': '复兴路张范中学南旁', 'value': 174},
{'name': '花园路与保健路交叉口', 'value': 174},
{'name': '滨江大道二段8号附71号', 'value': 174},
{'name': '诸葛镇一号小区大张西对面', 'value': 173},
{'name': '高新区龙华里益民园底商19号一层-3', 'value': 172},
{'name': '北苑街道望道路168号1F056号', 'value': 170},
{'name': '石河子市北二路120号', 'value': 170},
{'name': '化纤文化宫剧小场内', 'value': 169},
{'name': '中山西路中铁十七局对面', 'value': 169},
{'name': '胜利路新都汇5楼505号(西电梯口)', 'value': 169},
{'name': '汉兴街1号', 'value': 166},
{'name': '家乐福背后一条街福康街76号', 'value': 165},
{'name': '学府路新城市学院北门羊舞岭安置区39栋', 'value': 163},
{'name': '新阳街35号', 'value': 163},
{'name': '火炬开发区中山港大道西侧中山港壹加壹购物中心门前广场商铺A03', 'value': 162},
{'name': '人民大街与振兴路交叉口北100路东', 'value': 162},
{'name': '石油大学', 'value': 160},
{'name': '振华路54号', 'value': 159},
{'name': '103省道与文化路交叉口东南角', 'value': 159},
{'name': '美食城后门滋阁自助火锅斜对面', 'value': 159},
{'name': '幸福南路幸福家园底店18号', 'value': 159},
{'name': '五一广场阳光书苑南30米', 'value': 159},
{'name': '中联壹城北区南大门向东50米', 'value': 158},
{'name': '西大街与南大街交叉口向西20米路南', 'value': 156},
{'name': '繁荣西路龙源学校东30米路南', 'value': 156},
{'name': '渤海十路与黄河五路交叉路口', 'value': 154},
{'name': '暖山国际莱源6号商业楼南头', 'value': 154},
{'name': '乐园街16号', 'value': 154},
{'name': '许州路北段许昌东站西出站口旁', 'value': 153},
{'name': '龙潭西街1号', 'value': 152},
{'name': '振兴路东星时代广场对面', 'value': 152},
{'name': '高新大道50号', 'value': 152},
{'name': '新华路万象城G区-107', 'value': 150},
{'name': '南滨农场大转盘处', 'value': 149},
{'name': '回龙路商业街D99号', 'value': 148},
{'name': '丹朱东街217号丹朱派出所对面', 'value': 148},
{'name': '华兴路中国银行西200米路北', 'value': 147},
{'name': '彩屯北路金色阳光幼儿园对面', 'value': 147},
{'name': '河南岸演达一路1号瑞和家园二期7、8号楼1层01、02号', 'value': 147},
{'name': '广东药科大学中山校区第一饭堂', 'value': 147},
{'name': '千盛地下一层超市结款处', 'value': 146},
{'name': '南阳小区北区1号楼4号门市', 'value': 146},
{'name': '光明街第一实验学校东侧路南', 'value': 145},
{'name': '楼下村楼下村路32号', 'value': 144},
{'name': '白沟镇五一路蓝鲸儿童乐园内', 'value': 143},
{'name': '中山路一点通网吧旁', 'value': 143},
{'name': '怀府西路汽车站对面快乐购超市入口南', 'value': 142},
{'name': '贵和购物广场四楼美食城售卡台西侧', 'value': 141},
{'name': '腾鳌镇老交通岗西走100米', 'value': 141},
{'name': '舜师路与文化路往东500米银座负一楼银座超市入口对过', 'value': 140},
{'name': '新美食街A-8号', 'value': 139},
{'name': '城北山水天下17栋', 'value': 138},
{'name': '城南民安上街', 'value': 138},
{'name': '骊轩文化街中段昌宁苑前大门对面', 'value': 137},
{'name': '刘南宅万信服饰南50米路西', 'value': 137},
{'name': '世纪商城北街21号', 'value': 137},
{'name': '向阳路古岳坊营销中心2楼美食城', 'value': 136},
{'name': '华扬西路223号', 'value': 134},
{'name': '柳新医院东10米路南', 'value': 134},
{'name': '汉安大道32号', 'value': 134},
{'name': '县府街回民小学北门东10米路南', 'value': 133},
{'name': '县前街大三角红绿灯向北200米路东', 'value': 132},
{'name': '萨拉齐中心岛东50米路北', 'value': 132},
{'name': '酒厂路维也纳新城西门往北30米路东', 'value': 132},
{'name': '文居街863号', 'value': 130},
{'name': '吉和北路与黄山西路交叉口往北100米', 'value': 130},
{'name': '新城区祥云路与湖光路口', 'value': 130},
{'name': '西湖三路大润发超市二楼', 'value': 130},
{'name': '金鼎城15栋1号店', 'value': 129},
{'name': '渤海路全福元购物中心2楼', 'value': 129},
{'name': '孟南井冈山路与岷江路交叉口淞江国际花园商铺', 'value': 129},
{'name': '潍坊科技学院图书馆一楼', 'value': 128},
{'name': '铁西格林春天小区佳泰乐超市正门西10米', 'value': 128},
{'name': '创业路262号创业路妇幼保健院对过', 'value': 128},
{'name': '建设街通煤宾馆西行100米', 'value': 127},
{'name': '南海路149号', 'value': 127},
{'name': '通达路与成才路交汇往南80米路东', 'value': 127},
{'name': '玉川街园丁苑正大门对面路南', 'value': 125},
{'name': '虹新东路66号', 'value': 125},
{'name': '金源路与沂州路交汇向西150米路北', 'value': 125},
{'name': '印象新城3楼', 'value': 124},
{'name': '淮海北路潮流广场（原地下商场）东南角', 'value': 124},
{'name': '裕州南路老夜市裕州美食城121号', 'value': 124},
{'name': '城南街道春江东路与东兴路交叉口洋洲小学斜对面', 'value': 124},
{'name': '石家坝转盘友谊路口，春熙大酒店旁', 'value': 124},
{'name': '乐园道9号银河国际购物中心5层', 'value': 123},
{'name': '月色广场一楼', 'value': 121},
{'name': '凯旋东路建业凯旋广场3楼南老字号美食广场门口处', 'value': 121},
{'name': '地直街商厦南行50米', 'value': 119},
{'name': '光明东路与东外环路交叉口西行300米路北', 'value': 118},
{'name': '廉江大道南143号', 'value': 118},
{'name': '黄河道513号熙悦汇购物中心5层', 'value': 117},
{'name': '御博城', 'value': 117},
{'name': '四平路142号红星家园D区', 'value': 117},
{'name': '马牙东路临江北路', 'value': 117},
{'name': '儋州三巷48号', 'value': 116},
{'name': '黎明街二十七中斜对面', 'value': 116},
{'name': '建设路与嵩山路交叉口57号', 'value': 115},
{'name': '文化路西段十二中西100米路北', 'value': 115},
{'name': '嘎鲁图镇乌审街18号', 'value': 114},
{'name': '钢铁西路东蔡小学对面', 'value': 114},
{'name': '南二环谷路街大润发购物中心（文庙街居委会）', 'value': 114},
{'name': '广州路与孝河路交汇鲁商中心S04楼117号', 'value': 113},
{'name': '见湖路嘉华饼屋旁', 'value': 112},
{'name': '南亭路46号', 'value': 112},
{'name': '铭世华府西门', 'value': 111},
{'name': '中村路54号', 'value': 111},
{'name': '正大街中兴春天四楼', 'value': 110},
